cost_id,usage_id,job_id,asset_id,cost_date,cost_category,amount_cents,gst_input_cents,tax_code,bas_g11_cents,bas_1b_cents,supplier_name,withholding_cents
COST002345,USE00082,JOB0004,BC001,2026-04-07,Labour,46409,0,N-T,0,0,Grounded Fleet Payroll,0
COST002346,USE00082,JOB0004,BC001,2026-04-07,Maintenance,57733,5773,GST,57733,5773,WesTrac,0
COST002347,USE00082,JOB0004,BC001,2026-04-07,Transport/float,77900,7790,GST,77900,7790,Grounded Float,0
COST002348,USE00090,JOB0004,EX003,2026-04-07,Fuel,16796,1680,GST,16796,1680,Viva Energy,0
COST002349,USE00090,JOB0004,EX003,2026-04-07,Labour,58905,0,N-T,0,0,Grounded Fleet Payroll,0
COST002350,USE00090,JOB0004,EX003,2026-04-07,Maintenance,73463,7346,GST,73463,7346,Local Diesel Repairs,0
COST002351,USE00090,JOB0004,EX003,2026-04-07,Transport/float,64659,6466,GST,64659,6466,VIC Tilt Tray,0
COST002352,USE00086,JOB0004,EX005,2026-04-07,Fuel,65982,6598,GST,65982,6598,BP Australia,0
COST002353,USE00086,JOB0004,EX005,2026-04-07,Labour,39851,0,N-T,0,0,Grounded Fleet Payroll,0
COST002354,USE00094,JOB0004,LD002,2026-04-07,Fuel,18789,1879,GST,18789,1879,Viva Energy,0
COST002355,USE00094,JOB0004,LD002,2026-04-07,Labour,56874,0,N-T,0,0,Grounded Fleet Payroll,0
COST002356,USE00094,JOB0004,LD002,2026-04-07,Maintenance,79394,7939,GST,79394,7939,CAT Parts,0
COST002357,USE00094,JOB0004,LD002,2026-04-07,Transport/float,111927,11193,GST,111927,11193,VIC Tilt Tray,0
COST002358,USE00094,JOB0004,LD002,2026-04-07,E-tag,8213,821,GST,8213,821,Linkt,0
COST002359,USE00158,JOB0006,CP001,2026-04-07,Fuel,62915,6292,GST,62915,6292,Ampol,0
COST002360,USE00158,JOB0006,CP001,2026-04-07,Labour,42624,0,N-T,0,0,Grounded Fleet Payroll,0
COST002361,USE00158,JOB0006,CP001,2026-04-07,Maintenance,45713,4571,GST,45713,4571,Komatsu Service,0
COST002362,USE00158,JOB0006,CP001,2026-04-07,Transport/float,91507,9151,GST,91507,9151,Grounded Float,0
COST002363,USE00158,JOB0006,CP001,2026-04-07,E-tag,4372,437,GST,4372,437,Linkt,0
COST002364,USE00146,JOB0006,EX001,2026-04-07,Fuel,36255,3626,GST,36255,3626,BP Australia,0
COST002365,USE00146,JOB0006,EX001,2026-04-07,Labour,45169,0,N-T,0,0,Grounded Fleet Payroll,0
COST002366,USE00146,JOB0006,EX001,2026-04-07,Transport/float,119428,11943,GST,119428,11943,Grounded Float,0
COST002367,USE00164,JOB0006,GR001,2026-04-07,Fuel,45783,4578,GST,45783,4578,BP Australia,0
COST002368,USE00164,JOB0006,GR001,2026-04-07,Labour,56019,0,N-T,0,0,Grounded Fleet Payroll,0
COST002369,USE00164,JOB0006,GR001,2026-04-07,Transport/float,63091,6309,GST,63091,6309,Metro Heavy Haulage,0
COST002370,USE00152,JOB0006,LD002,2026-04-07,Fuel,49266,4927,GST,49266,4927,BP Australia,0
COST002371,USE00152,JOB0006,LD002,2026-04-07,Labour,55029,0,N-T,0,0,Grounded Fleet Payroll,0
COST002372,USE00152,JOB0006,LD002,2026-04-07,Transport/float,69207,6921,GST,69207,6921,VIC Tilt Tray,0
COST002373,USE00286,JOB0009,BC001,2026-04-07,Fuel,35513,3551,GST,35513,3551,BP Australia,0
COST002374,USE00286,JOB0009,BC001,2026-04-07,Labour,56985,0,N-T,0,0,Grounded Fleet Payroll,0
COST002375,USE00286,JOB0009,BC001,2026-04-07,Maintenance,72751,7275,GST,72751,7275,Local Diesel Repairs,0
COST002376,USE00286,JOB0009,BC001,2026-04-07,Transport/float,72005,7200,GST,72005,7200,Metro Heavy Haulage,0
COST002377,USE00258,JOB0009,CP001,2026-04-07,Fuel,34522,3452,GST,34522,3452,Ampol,0
COST002378,USE00258,JOB0009,CP001,2026-04-07,Labour,40696,0,N-T,0,0,Grounded Fleet Payroll,0
COST002379,USE00258,JOB0009,CP001,2026-04-07,Maintenance,46460,4646,GST,46460,4646,Local Diesel Repairs,0
COST002380,USE00258,JOB0009,CP001,2026-04-07,Transport/float,70549,7055,GST,70549,7055,Metro Heavy Haulage,0
COST002381,USE00272,JOB0009,GR001,2026-04-07,Fuel,52849,5285,GST,52849,5285,Caltex,0
COST002382,USE00272,JOB0009,GR001,2026-04-07,Labour,38719,0,N-T,0,0,Grounded Fleet Payroll,0
COST002383,USE00272,JOB0009,GR001,2026-04-07,Transport/float,99144,9914,GST,99144,9914,Grounded Float,0
COST002384,USE00300,JOB0009,LD001,2026-04-07,Fuel,49782,4978,GST,49782,4978,BP Australia,0
COST002385,USE00300,JOB0009,LD001,2026-04-07,Labour,53354,0,N-T,0,0,Grounded Fleet Payroll,0
COST002386,USE00300,JOB0009,LD001,2026-04-07,E-tag,3548,355,GST,3548,355,Linkt,0
COST002387,USE00314,JOB0009,LD002,2026-04-07,Fuel,52330,5233,GST,52330,5233,Caltex,0
COST002388,USE00314,JOB0009,LD002,2026-04-07,Labour,53639,0,N-T,0,0,Grounded Fleet Payroll,0
COST002389,USE00314,JOB0009,LD002,2026-04-07,Transport/float,118657,11866,GST,118657,11866,Metro Heavy Haulage,0
COST002390,USE00360,JOB0011,DT001,2026-04-07,Fuel,45023,4502,GST,45023,4502,BP Australia,0
COST002391,USE00360,JOB0011,DT001,2026-04-07,Labour,39722,0,N-T,0,0,Grounded Fleet Payroll,0
COST002392,USE00360,JOB0011,DT001,2026-04-07,Transport/float,72231,7223,GST,72231,7223,Grounded Float,0
COST002393,USE00374,JOB0011,EX001,2026-04-07,Fuel,19968,1997,GST,19968,1997,Ampol,0
COST002394,USE00374,JOB0011,EX001,2026-04-07,Labour,61719,0,N-T,0,0,Grounded Fleet Payroll,0
COST002395,USE00374,JOB0011,EX001,2026-04-07,Transport/float,91836,9184,GST,91836,9184,Metro Heavy Haulage,0
COST002396,USE00374,JOB0011,EX001,2026-04-07,E-tag,10131,1013,GST,10131,1013,Linkt,0
COST002397,USE00367,JOB0011,LD001,2026-04-07,Fuel,34486,3449,GST,34486,3449,BP Australia,0
COST002398,USE00367,JOB0011,LD001,2026-04-07,Labour,62045,0,N-T,0,0,Grounded Fleet Payroll,0
COST002399,USE00367,JOB0011,LD001,2026-04-07,Transport/float,80553,8055,GST,80553,8055,Grounded Float,0
COST002400,USE00504,JOB0016,CP001,2026-04-07,Fuel,19984,1998,GST,19984,1998,Caltex,0
COST002401,USE00504,JOB0016,CP001,2026-04-07,Labour,59867,0,N-T,0,0,Grounded Fleet Payroll,0
COST002402,USE00504,JOB0016,CP001,2026-04-07,Maintenance,78497,7850,GST,78497,7850,WesTrac,0
COST002403,USE00504,JOB0016,CP001,2026-04-07,Transport/float,71027,7103,GST,71027,7103,Grounded Float,0
COST002404,USE00500,JOB0016,EX001,2026-04-07,Fuel,15332,1533,GST,15332,1533,Viva Energy,0
COST002405,USE00500,JOB0016,EX001,2026-04-07,Labour,38256,0,N-T,0,0,Grounded Fleet Payroll,0
COST002406,USE00500,JOB0016,EX001,2026-04-07,Maintenance,38673,3867,GST,38673,3867,WesTrac,0
COST002407,USE00500,JOB0016,EX001,2026-04-07,Transport/float,48557,4856,GST,48557,4856,VIC Tilt Tray,0
COST002408,USE00500,JOB0016,EX001,2026-04-07,E-tag,3744,374,GST,3744,374,Linkt,0
COST002409,USE00502,JOB0016,EX005,2026-04-07,Fuel,22913,2291,GST,22913,2291,BP Australia,0
COST002410,USE00502,JOB0016,EX005,2026-04-07,Labour,60558,0,N-T,0,0,Grounded Fleet Payroll,0
COST002411,USE00502,JOB0016,EX005,2026-04-07,Maintenance,22560,2256,GST,22560,2256,CAT Parts,0
COST002412,USE00502,JOB0016,EX005,2026-04-07,Transport/float,50113,5011,GST,50113,5011,Grounded Float,0
COST002413,USE00502,JOB0016,EX005,2026-04-07,E-tag,5374,537,GST,5374,537,Linkt,0
COST002414,USE00588,JOB0018,CP001,2026-04-07,Fuel,43636,4364,GST,43636,4364,Ampol,0
COST002415,USE00588,JOB0018,CP001,2026-04-07,Labour,40489,0,N-T,0,0,Grounded Fleet Payroll,0
COST002416,USE00588,JOB0018,CP001,2026-04-07,Transport/float,50218,5022,GST,50218,5022,VIC Tilt Tray,0
COST002417,USE00576,JOB0018,DT001,2026-04-07,Fuel,45871,4587,GST,45871,4587,Ampol,0
COST002418,USE00576,JOB0018,DT001,2026-04-07,Labour,59746,0,N-T,0,0,Grounded Fleet Payroll,0
COST002419,USE00576,JOB0018,DT001,2026-04-07,Transport/float,86639,8664,GST,86639,8664,Metro Heavy Haulage,0
COST002420,USE00624,JOB0018,EX001,2026-04-07,Fuel,24575,2458,GST,24575,2458,Caltex,0
COST002421,USE00624,JOB0018,EX001,2026-04-07,Labour,62121,0,N-T,0,0,Grounded Fleet Payroll,0
COST002422,USE00624,JOB0018,EX001,2026-04-07,Transport/float,114574,11457,GST,114574,11457,Metro Heavy Haulage,0
COST002423,USE00600,JOB0018,EX002,2026-04-07,Fuel,16826,1683,GST,16826,1683,Caltex,0
COST002424,USE00600,JOB0018,EX002,2026-04-07,Labour,49739,0,N-T,0,0,Grounded Fleet Payroll,0
COST002425,USE00600,JOB0018,EX002,2026-04-07,Maintenance,51069,5107,GST,51069,5107,Local Diesel Repairs,0
COST002426,USE00600,JOB0018,EX002,2026-04-07,Transport/float,109501,10950,GST,109501,10950,Metro Heavy Haulage,0
COST002427,USE00612,JOB0018,LD002,2026-04-07,Fuel,47719,4772,GST,47719,4772,Ampol,0
COST002428,USE00612,JOB0018,LD002,2026-04-07,Labour,59600,0,N-T,0,0,Grounded Fleet Payroll,0
COST002429,USE00612,JOB0018,LD002,2026-04-07,Maintenance,26163,2616,GST,26163,2616,Komatsu Service,0
COST002430,USE00612,JOB0018,LD002,2026-04-07,Transport/float,83756,8376,GST,83756,8376,Grounded Float,0
COST002431,USE00856,JOB0027,CP001,2026-04-07,Fuel,44231,4423,GST,44231,4423,BP Australia,0
COST002432,USE00856,JOB0027,CP001,2026-04-07,Labour,63406,0,N-T,0,0,Grounded Fleet Payroll,0
COST002433,USE00856,JOB0027,CP001,2026-04-07,Maintenance,31186,3119,GST,31186,3119,CAT Parts,0
COST002434,USE00856,JOB0027,CP001,2026-04-07,Transport/float,90195,9020,GST,90195,9020,Metro Heavy Haulage,0
COST002435,USE00870,JOB0027,DZ001,2026-04-07,Fuel,57724,5772,GST,57724,5772,Viva Energy,0
COST002436,USE00870,JOB0027,DZ001,2026-04-07,Labour,56565,0,N-T,0,0,Grounded Fleet Payroll,0
COST002437,USE00870,JOB0027,DZ001,2026-04-07,Maintenance,49353,4935,GST,49353,4935,Local Diesel Repairs,0
COST002438,USE00870,JOB0027,DZ001,2026-04-07,Transport/float,103690,10369,GST,103690,10369,Grounded Float,0
COST002439,USE00898,JOB0027,EX004,2026-04-07,Fuel,53689,5369,GST,53689,5369,Viva Energy,0
COST002440,USE00898,JOB0027,EX004,2026-04-07,Labour,46662,0,N-T,0,0,Grounded Fleet Payroll,0
COST002441,USE00898,JOB0027,EX004,2026-04-07,Transport/float,68774,6877,GST,68774,6877,Grounded Float,0
COST002442,USE00898,JOB0027,EX004,2026-04-07,E-tag,3817,382,GST,3817,382,Linkt,0
COST002443,USE00884,JOB0027,EX005,2026-04-07,Fuel,43798,4380,GST,43798,4380,Viva Energy,0
COST002444,USE00884,JOB0027,EX005,2026-04-07,Labour,47147,0,N-T,0,0,Grounded Fleet Payroll,0
COST002445,USE00884,JOB0027,EX005,2026-04-07,Maintenance,83660,8366,GST,83660,8366,WesTrac,0
COST002446,USE00884,JOB0027,EX005,2026-04-07,Transport/float,110792,11079,GST,110792,11079,VIC Tilt Tray,0
COST002447,USE00884,JOB0027,EX005,2026-04-07,E-tag,11112,1111,GST,11112,1111,Linkt,0
COST002448,USE00924,JOB0028,DZ001,2026-04-07,Fuel,26180,2618,GST,26180,2618,Caltex,0
COST002449,USE00924,JOB0028,DZ001,2026-04-07,Labour,54417,0,N-T,0,0,Grounded Fleet Payroll,0
COST002450,USE00924,JOB0028,DZ001,2026-04-07,Transport/float,78442,7844,GST,78442,7844,VIC Tilt Tray,0
COST002451,USE00903,JOB0028,EX001,2026-04-07,Fuel,41684,4168,GST,41684,4168,Caltex,0
COST002452,USE00903,JOB0028,EX001,2026-04-07,Labour,47928,0,N-T,0,0,Grounded Fleet Payroll,0
COST002453,USE00903,JOB0028,EX001,2026-04-07,Transport/float,104957,10496,GST,104957,10496,Metro Heavy Haulage,0
COST002454,USE00910,JOB0028,EX002,2026-04-07,Fuel,26507,2651,GST,26507,2651,BP Australia,0
COST002455,USE00910,JOB0028,EX002,2026-04-07,Labour,49278,0,N-T,0,0,Grounded Fleet Payroll,0
COST002456,USE00910,JOB0028,EX002,2026-04-07,Maintenance,30702,3070,GST,30702,3070,Local Diesel Repairs,0
COST002457,USE00910,JOB0028,EX002,2026-04-07,Transport/float,42755,4276,GST,42755,4276,Metro Heavy Haulage,0
COST002458,USE00917,JOB0028,EX004,2026-04-07,Fuel,35807,3581,GST,35807,3581,Ampol,0
COST002459,USE00917,JOB0028,EX004,2026-04-07,Labour,64642,0,N-T,0,0,Grounded Fleet Payroll,0
COST002460,USE00917,JOB0028,EX004,2026-04-07,Maintenance,78991,7899,GST,78991,7899,WesTrac,0
COST002461,USE00917,JOB0028,EX004,2026-04-07,Transport/float,71707,7171,GST,71707,7171,VIC Tilt Tray,0
COST002462,USE00083,JOB0004,BC001,2026-04-08,Fuel,18515,1852,GST,18515,1852,Ampol,0
COST002463,USE00083,JOB0004,BC001,2026-04-08,Labour,60246,0,N-T,0,0,Grounded Fleet Payroll,0
COST002464,USE00083,JOB0004,BC001,2026-04-08,Maintenance,31987,3199,GST,31987,3199,Komatsu Service,0
COST002465,USE00083,JOB0004,BC001,2026-04-08,Transport/float,96774,9677,GST,96774,9677,VIC Tilt Tray,0
COST002466,USE00091,JOB0004,EX003,2026-04-08,Fuel,36954,3695,GST,36954,3695,BP Australia,0
COST002467,USE00091,JOB0004,EX003,2026-04-08,Labour,41001,0,N-T,0,0,Grounded Fleet Payroll,0
COST002468,USE00091,JOB0004,EX003,2026-04-08,Maintenance,67755,6776,GST,67755,6776,Komatsu Service,0
COST002469,USE00087,JOB0004,EX005,2026-04-08,Fuel,41589,4159,GST,41589,4159,BP Australia,0
COST002470,USE00087,JOB0004,EX005,2026-04-08,Labour,63046,0,N-T,0,0,Grounded Fleet Payroll,0
COST002471,USE00087,JOB0004,EX005,2026-04-08,E-tag,11344,1134,GST,11344,1134,Linkt,0
COST002472,USE00095,JOB0004,LD002,2026-04-08,Fuel,55313,5531,GST,55313,5531,Ampol,0
COST002473,USE00095,JOB0004,LD002,2026-04-08,Labour,41805,0,N-T,0,0,Grounded Fleet Payroll,0
COST002474,USE00095,JOB0004,LD002,2026-04-08,Transport/float,115754,11575,GST,115754,11575,Grounded Float,0
COST002475,USE00159,JOB0006,CP001,2026-04-08,Fuel,56178,5618,GST,56178,5618,Ampol,0
COST002476,USE00159,JOB0006,CP001,2026-04-08,Labour,51500,0,N-T,0,0,Grounded Fleet Payroll,0
COST002477,USE00159,JOB0006,CP001,2026-04-08,Transport/float,70541,7054,GST,70541,7054,Grounded Float,0
COST002478,USE00147,JOB0006,EX001,2026-04-08,Fuel,28169,2817,GST,28169,2817,BP Australia,0
COST002479,USE00147,JOB0006,EX001,2026-04-08,Labour,54038,0,N-T,0,0,Grounded Fleet Payroll,0
COST002480,USE00147,JOB0006,EX001,2026-04-08,Maintenance,27886,2789,GST,27886,2789,WesTrac,0
COST002481,USE00147,JOB0006,EX001,2026-04-08,Transport/float,49248,4925,GST,49248,4925,Grounded Float,0
COST002482,USE00165,JOB0006,GR001,2026-04-08,Fuel,44953,4495,GST,44953,4495,Ampol,0
COST002483,USE00165,JOB0006,GR001,2026-04-08,Labour,43075,0,N-T,0,0,Grounded Fleet Payroll,0
COST002484,USE00165,JOB0006,GR001,2026-04-08,Transport/float,101150,10115,GST,101150,10115,VIC Tilt Tray,0
COST002485,USE00153,JOB0006,LD002,2026-04-08,Fuel,62028,6203,GST,62028,6203,BP Australia,0
COST002486,USE00153,JOB0006,LD002,2026-04-08,Labour,60204,0,N-T,0,0,Grounded Fleet Payroll,0
COST002487,USE00153,JOB0006,LD002,2026-04-08,Transport/float,112414,11241,GST,112414,11241,Metro Heavy Haulage,0
COST002488,USE00287,JOB0009,BC001,2026-04-08,Fuel,39544,3954,GST,39544,3954,Ampol,0
COST002489,USE00287,JOB0009,BC001,2026-04-08,Labour,62464,0,N-T,0,0,Grounded Fleet Payroll,0
COST002490,USE00287,JOB0009,BC001,2026-04-08,Transport/float,51557,5156,GST,51557,5156,Metro Heavy Haulage,0
COST002491,USE00259,JOB0009,CP001,2026-04-08,Fuel,43321,4332,GST,43321,4332,Ampol,0
COST002492,USE00259,JOB0009,CP001,2026-04-08,Labour,42000,0,N-T,0,0,Grounded Fleet Payroll,0
COST002493,USE00259,JOB0009,CP001,2026-04-08,Transport/float,48559,4856,GST,48559,4856,Metro Heavy Haulage,0
COST002494,USE00273,JOB0009,GR001,2026-04-08,Fuel,25347,2535,GST,25347,2535,Caltex,0
COST002495,USE00273,JOB0009,GR001,2026-04-08,Labour,61864,0,N-T,0,0,Grounded Fleet Payroll,0
COST002496,USE00273,JOB0009,GR001,2026-04-08,Transport/float,51509,5151,GST,51509,5151,Metro Heavy Haulage,0
COST002497,USE00301,JOB0009,LD001,2026-04-08,Fuel,25196,2520,GST,25196,2520,Viva Energy,0
COST002498,USE00301,JOB0009,LD001,2026-04-08,Labour,57662,0,N-T,0,0,Grounded Fleet Payroll,0
COST002499,USE00301,JOB0009,LD001,2026-04-08,Transport/float,100331,10033,GST,100331,10033,Grounded Float,0
COST002500,USE00301,JOB0009,LD001,2026-04-08,E-tag,9216,922,GST,9216,922,Linkt,0
COST002501,USE00315,JOB0009,LD002,2026-04-08,Fuel,34908,3491,GST,34908,3491,Ampol,0
COST002502,USE00315,JOB0009,LD002,2026-04-08,Labour,41695,0,N-T,0,0,Grounded Fleet Payroll,0
COST002503,USE00315,JOB0009,LD002,2026-04-08,Transport/float,108965,10896,GST,108965,10896,Grounded Float,0
COST002504,USE00361,JOB0011,DT001,2026-04-08,Fuel,42483,4248,GST,42483,4248,Viva Energy,0
COST002505,USE00361,JOB0011,DT001,2026-04-08,Labour,41715,0,N-T,0,0,Grounded Fleet Payroll,0
COST002506,USE00361,JOB0011,DT001,2026-04-08,Transport/float,116620,11662,GST,116620,11662,Grounded Float,0
COST002507,USE00375,JOB0011,EX001,2026-04-08,Fuel,30472,3047,GST,30472,3047,BP Australia,0
COST002508,USE00375,JOB0011,EX001,2026-04-08,Labour,48778,0,N-T,0,0,Grounded Fleet Payroll,0
COST002509,USE00375,JOB0011,EX001,2026-04-08,Transport/float,55272,5527,GST,55272,5527,Metro Heavy Haulage,0
COST002510,USE00375,JOB0011,EX001,2026-04-08,E-tag,7243,724,GST,7243,724,Linkt,0
COST002511,USE00368,JOB0011,LD001,2026-04-08,Fuel,31721,3172,GST,31721,3172,Caltex,0
COST002512,USE00368,JOB0011,LD001,2026-04-08,Labour,55840,0,N-T,0,0,Grounded Fleet Payroll,0
COST002513,USE00368,JOB0011,LD001,2026-04-08,Transport/float,119053,11905,GST,119053,11905,VIC Tilt Tray,0
COST002514,USE00589,JOB0018,CP001,2026-04-08,Fuel,32923,3292,GST,32923,3292,Ampol,0
COST002515,USE00589,JOB0018,CP001,2026-04-08,Labour,40941,0,N-T,0,0,Grounded Fleet Payroll,0
COST002516,USE00589,JOB0018,CP001,2026-04-08,Maintenance,28355,2836,GST,28355,2836,CAT Parts,0
COST002517,USE00589,JOB0018,CP001,2026-04-08,Transport/float,77358,7736,GST,77358,7736,Metro Heavy Haulage,0
COST002518,USE00577,JOB0018,DT001,2026-04-08,Fuel,49807,4981,GST,49807,4981,Ampol,0
COST002519,USE00577,JOB0018,DT001,2026-04-08,Labour,43004,0,N-T,0,0,Grounded Fleet Payroll,0
COST002520,USE00577,JOB0018,DT001,2026-04-08,Transport/float,86845,8684,GST,86845,8684,VIC Tilt Tray,0
COST002521,USE00625,JOB0018,EX001,2026-04-08,Fuel,26835,2684,GST,26835,2684,Caltex,0
COST002522,USE00625,JOB0018,EX001,2026-04-08,Labour,62860,0,N-T,0,0,Grounded Fleet Payroll,0
COST002523,USE00625,JOB0018,EX001,2026-04-08,Maintenance,83202,8320,GST,83202,8320,CAT Parts,0
COST002524,USE00625,JOB0018,EX001,2026-04-08,Transport/float,56947,5695,GST,56947,5695,Metro Heavy Haulage,0
COST002525,USE00601,JOB0018,EX002,2026-04-08,Fuel,33324,3332,GST,33324,3332,Caltex,0
COST002526,USE00601,JOB0018,EX002,2026-04-08,Labour,52288,0,N-T,0,0,Grounded Fleet Payroll,0
COST002527,USE00601,JOB0018,EX002,2026-04-08,Maintenance,71615,7162,GST,71615,7162,WesTrac,0
COST002528,USE00601,JOB0018,EX002,2026-04-08,Transport/float,112146,11215,GST,112146,11215,Grounded Float,0
COST002529,USE00613,JOB0018,LD002,2026-04-08,Fuel,42148,4215,GST,42148,4215,BP Australia,0
COST002530,USE00613,JOB0018,LD002,2026-04-08,Labour,41012,0,N-T,0,0,Grounded Fleet Payroll,0
COST002531,USE00613,JOB0018,LD002,2026-04-08,Transport/float,70153,7015,GST,70153,7015,Metro Heavy Haulage,0
COST002532,USE00925,JOB0028,DZ001,2026-04-08,Fuel,56808,5681,GST,56808,5681,Ampol,0
COST002533,USE00925,JOB0028,DZ001,2026-04-08,Labour,48187,0,N-T,0,0,Grounded Fleet Payroll,0
COST002534,USE00904,JOB0028,EX001,2026-04-08,Fuel,28058,2806,GST,28058,2806,BP Australia,0
COST002535,USE00904,JOB0028,EX001,2026-04-08,Labour,46304,0,N-T,0,0,Grounded Fleet Payroll,0
COST002536,USE00904,JOB0028,EX001,2026-04-08,Transport/float,87418,8742,GST,87418,8742,VIC Tilt Tray,0
COST002537,USE00904,JOB0028,EX001,2026-04-08,E-tag,4023,402,GST,4023,402,Linkt,0
COST002538,USE00911,JOB0028,EX002,2026-04-08,Fuel,33226,3323,GST,33226,3323,Ampol,0
COST002539,USE00911,JOB0028,EX002,2026-04-08,Labour,64219,0,N-T,0,0,Grounded Fleet Payroll,0
COST002540,USE00911,JOB0028,EX002,2026-04-08,Transport/float,98999,9900,GST,98999,9900,Metro Heavy Haulage,0
COST002541,USE00918,JOB0028,EX004,2026-04-08,Fuel,49211,4921,GST,49211,4921,BP Australia,0
COST002542,USE00918,JOB0028,EX004,2026-04-08,Labour,46659,0,N-T,0,0,Grounded Fleet Payroll,0
COST002543,USE00084,JOB0004,BC001,2026-04-09,Fuel,25139,2514,GST,25139,2514,Viva Energy,0
COST002544,USE00084,JOB0004,BC001,2026-04-09,Labour,39866,0,N-T,0,0,Grounded Fleet Payroll,0
COST002545,USE00084,JOB0004,BC001,2026-04-09,Transport/float,102263,10226,GST,102263,10226,Metro Heavy Haulage,0
COST002546,USE00092,JOB0004,EX003,2026-04-09,Fuel,22749,2275,GST,22749,2275,Caltex,0
COST002547,USE00092,JOB0004,EX003,2026-04-09,Labour,51282,0,N-T,0,0,Grounded Fleet Payroll,0
COST002548,USE00092,JOB0004,EX003,2026-04-09,Maintenance,44025,4402,GST,44025,4402,CAT Parts,0
COST002549,USE00088,JOB0004,EX005,2026-04-09,Fuel,46973,4697,GST,46973,4697,Ampol,0
COST002550,USE00088,JOB0004,EX005,2026-04-09,Labour,56251,0,N-T,0,0,Grounded Fleet Payroll,0
COST002551,USE00088,JOB0004,EX005,2026-04-09,Maintenance,76072,7607,GST,76072,7607,WesTrac,0
COST002552,USE00096,JOB0004,LD002,2026-04-09,Fuel,30459,3046,GST,30459,3046,Caltex,0
COST002553,USE00096,JOB0004,LD002,2026-04-09,Labour,47777,0,N-T,0,0,Grounded Fleet Payroll,0
COST002554,USE00096,JOB0004,LD002,2026-04-09,Transport/float,102698,10270,GST,102698,10270,VIC Tilt Tray,0
COST002555,USE00288,JOB0009,BC001,2026-04-09,Fuel,32664,3266,GST,32664,3266,Ampol,0
COST002556,USE00288,JOB0009,BC001,2026-04-09,Labour,39450,0,N-T,0,0,Grounded Fleet Payroll,0
COST002557,USE00288,JOB0009,BC001,2026-04-09,Transport/float,64382,6438,GST,64382,6438,Metro Heavy Haulage,0
COST002558,USE00288,JOB0009,BC001,2026-04-09,E-tag,2425,242,GST,2425,242,Linkt,0
COST002559,USE00260,JOB0009,CP001,2026-04-09,Fuel,71276,7128,GST,71276,7128,Caltex,0
COST002560,USE00260,JOB0009,CP001,2026-04-09,Labour,45420,0,N-T,0,0,Grounded Fleet Payroll,0
COST002561,USE00260,JOB0009,CP001,2026-04-09,Transport/float,83792,8379,GST,83792,8379,VIC Tilt Tray,0
COST002562,USE00274,JOB0009,GR001,2026-04-09,Fuel,37543,3754,GST,37543,3754,Ampol,0
COST002563,USE00274,JOB0009,GR001,2026-04-09,Labour,52426,0,N-T,0,0,Grounded Fleet Payroll,0
COST002564,USE00302,JOB0009,LD001,2026-04-09,Fuel,52813,5281,GST,52813,5281,Viva Energy,0
COST002565,USE00302,JOB0009,LD001,2026-04-09,Labour,41980,0,N-T,0,0,Grounded Fleet Payroll,0
COST002566,USE00302,JOB0009,LD001,2026-04-09,Transport/float,65244,6524,GST,65244,6524,Metro Heavy Haulage,0
COST002567,USE00316,JOB0009,LD002,2026-04-09,Fuel,41222,4122,GST,41222,4122,BP Australia,0
COST002568,USE00316,JOB0009,LD002,2026-04-09,Labour,60557,0,N-T,0,0,Grounded Fleet Payroll,0
COST002569,USE00316,JOB0009,LD002,2026-04-09,Transport/float,101500,10150,GST,101500,10150,VIC Tilt Tray,0
COST002570,USE00362,JOB0011,DT001,2026-04-09,Fuel,50673,5067,GST,50673,5067,BP Australia,0
COST002571,USE00362,JOB0011,DT001,2026-04-09,Labour,57247,0,N-T,0,0,Grounded Fleet Payroll,0
COST002572,USE00362,JOB0011,DT001,2026-04-09,Transport/float,43385,4338,GST,43385,4338,Metro Heavy Haulage,0
COST002573,USE00376,JOB0011,EX001,2026-04-09,Fuel,20882,2088,GST,20882,2088,Viva Energy,0
